"COD","CODINTEGR","TITULO","NIVEL","TITABREV","PADRE","NOTA1","NOTA2","NOTA3","VALORNOTA","REFERENCIA","NOMBRE"
"4333","F4333","Revestimiento de suelos y paredes",4,"","433","Esta clase comprende:
- la colocación en edificios y otras obras de construcción de:
 · revestimientos de cerámica, hormigón o piedra tallada, azulejos y baldosas para paredes y suelos
 · parqué y otros revestimientos de madera para paredes y suelos
 · revestimientos de moqueta y linóleo para suelos, incluidos los de caucho y plástico
 · revestimientos de terrazo, mármol, granito o pizarra para paredes y suelos
 · papeles pintados",""," ","SI","","AYUDACOD_CNAE09"
"35","D35","Suministro de energía eléctrica, gas, vapor y aire acondicionado",2,"","D","",""," ","","","AYUDACOD_CNAE09"
"3512","D3512","Transporte de energía eléctrica",4,"","351","Esta clase comprende:
- la explotación de los sistemas de transporte de la energía eléctrica desde la instalación de generación a la red de distribución",""," ","SI","","AYUDACOD_CNAE09"
"3513","D3513","Distribución de energía eléctrica",4,"","351","Esta clase comprende:
- la explotación de las redes de distribución (que constan de líneas, torres, contadores y cableado) que transportan la energía eléctrica recibida de la instalación de generación o el sistema de transporte hasta el consumidor",""," ","SI","","AYUDACOD_CNAE09"
"3514","D3514","Comercio de energía eléctrica",4,"","351","Esta clase comprende:
- la venta al usuario de la energía eléctrica
- las actividades de los intermediarios de la energía eléctrica que gestionan la venta de energía eléctrica a través de las redes de distribución operadas por otros
- la explotación de los mercados de electricidad y capacidad de transporte para energía eléctrica
- estaciones de carga para teléfonos móviles y ordenadores portátiles (Febrero 2017)",""," ","SI","","AYUDACOD_CNAE09"
"3515","D3515","Producción de energía hidroeléctrica",4,"","351","",""," ","","","AYUDACOD_CNAE09"
"3516","D3516","Producción de energía eléctrica de origen térmico convencional",4,"","351","","Esta clase no comprende:
- la producción de energía eléctrica por transformación de la energía solar térmica (véase 35.19)"," ","SI","","AYUDACOD_CNAE09"
"3517","D3517","Producción de energía eléctrica de origen nuclear",4,"","351","",""," ","","","AYUDACOD_CNAE09"
"3518","D3518","Producción de energía eléctrica de origen eólico",4,"","351","",""," ","","","AYUDACOD_CNAE09"
"3519","D3519","Producción de energía eléctrica de otros tipos",4,"","351","Esta clase comprende:
- la producción de energía eléctrica por turbina de gas o diesel
- la producción de energía eléctrica por transformación de la energía solar, tanto fotovoltaica como térmica
- la generación de energía eléctrica de otros tipos","Esta clase no comprende:
- la producción de electricidad a partir de la incineración de residuos (véase 38.21)"," ","SI","","AYUDACOD_CNAE09"
"352","D352","Producción de gas; distribución por tubería de combustibles gaseosos",3,"","35","Este grupo comprende la producción de gas y la distribución de gas natural o sintético hasta el consumidor a través de un sistema de tuberías. Comprende los proveedores o intermediarios de gas que conciertan la venta de gas natural por sistemas de distribución explotados por terceros.","La explotación independiente de los gasoductos, que suele hacerse en redes de larga distancia, que conectan a productores y distribuidores de gas, o entre centros urbanos, queda excluida de este grupo y se incluye con otras actividades de transporte por tubería, o entre centros urbanos (véase 49.50)."," ","SI","","AYUDACOD_CNAE09"
"3521","D3521","Producción de gas",4,"","352","Esta clase comprende:
- la producción de gas con fines de suministro de gas por carbonación de hulla o a partir de subproductos agrícolas o de desechos
- la producción de combustibles gaseosos de valor calórico específico, mediante purificación, mezcla y otros procesos, a partir de gases de diversos orígenes, incluido el gas natural
- la gasificación de lignito (Febrero 2017)
- la transfornación de gas natural de gaseoducto en gas natural comprimido (CNG) fuera de la mina (Febrero 2017)","Esta clase no comprende:
- la producción de gas natural crudo (véase 06.20)
- la explotación de coquerías (véase 19.10)
- la fabricación de productos de refino del petróleo (véase 19.20)
- la fabricación de gases industriales (véase 20.11)"," ","SI","","AYUDACOD_CNAE09"
"3522","D3522","Distribución por tubería de combustibles gaseosos",4,"","352","Esta clase comprende:
- la distribución y el suministro de combustibles gaseosos de cualquier tipo por un sistema de tuberías","Esta clase no comprende:
- el transporte (de larga distancia) de gases por gasoductos (véase 49.50)"," ","SI","","AYUDACOD_CNAE09"
"3523","D3523","Comercio de gas por tubería",4,"","352","Esta clase comprende:
- la venta de gas al usuario por tuberías
- las actividades de los intermediarios de gas que gestionan la venta de gas a través de las redes de distribución operadas por otros
- la explotación de los mercados de gas y capacidad de transporte para combustibles gaseosos","Esta clase no comprende:
- el comercio al por mayor de combustibles gaseosos (véase 46.71)
- el comercio al por menor de gas embotellado (véase 47.78)
- la venta directa de combustible (véase 47.99)"," ","SI","","AYUDACOD_CNAE09"
"353","D353","Suministro de vapor y aire acondicionado",3,"","35","",""," ","","","AYUDACOD_CNAE09"
"3530","D3530","Suministro de vapor y aire acondicionado",4,"","353","Esta clase comprende:
- la producción, captación y distribución de vapor y agua caliente para calefacción, energía u otros fines
- la producción y distribución de aire refrigerado
- la producción y distribución de agua fría con fines de refrigeración
- la producción de hielo, incluyendo tanto para consumo humano como con otros fines (por ejemplo, refrigeración)",""," ","SI","","AYUDACOD_CNAE09"
"E","E","Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",1,"","","Estas sección comprende actividades relacionadas con la gestión (incluidos la captación, el tratamiento y la eliminación) de diversos tipos de desechos, como los residuos sólidos o no sólidos procedentes de los hogares o la industria, así como de lugares contaminados. El producto que resulta del tratamiento de los residuos o aguas residuales puede o bien eliminarse o ser la base para otros procesos de producción. En esta sección están agrupadas también las actividades de suministro de agua, puesto que suelen efectuarse en conexión con, o por unidades que intervienen también en el tratamiento de aguas residuales.",""," ","SI","","AYUDACOD_CNAE09"
"36","E36","Captación, depuración y distribución de agua",2,"","E","Esta división comprende la captación, el tratamiento y la distribución de agua para necesidades domésticas e industriales. Comprende la captación de agua de diversas fuentes, así como la distribución por distintos medios.",""," ","SI","","AYUDACOD_CNAE09"
"360","E360","Captación, depuración y distribución de agua",3,"","36","",""," ","","","AYUDACOD_CNAE09"
"37","E37","Recogida y tratamiento de aguas residuales",2,"","E","Esta división comprende la explotación de sistemas de alcantarillado o instalaciones de tratamiento de aguas residuales que recogen, tratan y eliminan éstas.",""," ","SI","","AYUDACOD_CNAE09"
"370","E370","Recogida y tratamiento de aguas residuales",3,"","37","",""," ","","","AYUDACOD_CNAE09"
"3700","E3700","Recogida y tratamiento de aguas residuales",4,"","370","Esta clase comprende:
- la explotación de sistemas de alcantarillado o instalaciones de tratamiento de aguas residuales
- la recogida y transporte de aguas residuales urbanas e industriales, así como del agua de lluvia por medio de redes de alcantarillado, colectores, cisternas y otros medios de transporte (vehículos para aguas residuales, etc.)
- el vaciado y limpieza de fosas y pozos sépticos, cloacas y fosos de aguas residuales, utilización de retretes químicos
- el tratamiento de aguas residuales (incluyendo aguas residuales urbanas, industriales, de piscinas, etc.) mediante procesos físicos, químicos y biológicos, como la dilución, cribado, filtrado, sedimentación, etc.
- el mantenimiento y la limpieza de alcantarillas y sumideros, incluyendo el desatasco de alcantarillas","Esta clase no comprende:
- la descontaminación de aguas superficiales y subterráneas en el lugar contaminado (véase 39.00)
- la limpieza y desatasco de cañerías en edificios (véase 43.22)"," ","SI","","AYUDACOD_CNAE09"
"38","E38","Recogida, tratamiento y eliminación de residuos; valorización",2,"","E","Esta división comprende la recogida, el tratamiento y la eliminación de materiales de desecho. Comprende también llos servicios de recogida de basuras y la explotación de los centros de valorización de materiales (es decir, los que separan los materiales recuperables del conjunto de residuos).",""," ","SI","","AYUDACOD_CNAE09"
"381","E381","Recogida de residuos",3,"","38","Este grupo comprende la recogida de residuos procedentes de hogares y empresas por medio de cubos de basura, contenedores, etc. Comprende la recogida de residuos peligrosos y no peligrosos, por ejemplo, los procedentes de los hogares, las pilas gastadas, los aceites y grasas para cocinar usados, el aceite usado de barcos y de garajes, así como los desechos de las actividades de construcción y demolición.",""," ","SI","","AYUDACOD_CNAE09"
